Filename,Emotion,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31
OAF_back_fear.wav,Anxiety,-434.4168395996094,61.591835021972656,1.8698246479034424,-8.288071632385254,2.9132745265960693,3.2201614379882812,-13.606009483337402,-0.3465077877044678,-10.710855484008789,3.896623134613037,-12.860184669494629,-6.916479587554932,-3.972188711166382,0.35558778047561646,0.4723721742630005,0.5486582517623901,0.38008156418800354,0.2450760453939438,0.24381572008132935,0.20150311291217804,0.18065126240253448,0.25368645787239075,0.2732049524784088,0.3242546617984772,0.31804126501083374,22.794704365511997,23.21397296182364,22.89164299757922,20.558654322848597,21.470778439396785,18.120758757180642,47.59630940189232
OAF_bar_fear.wav,Anxiety,-433.82464599609375,70.08883666992188,12.938360214233398,-21.756362915039062,-6.834160327911377,4.844457149505615,-11.890790939331055,-0.40722641348838806,-15.72684383392334,0.9428073167800903,-20.752504348754883,-4.200555801391602,-5.814335346221924,0.32071933150291443,0.4841919541358948,0.5847084522247314,0.3712747097015381,0.1958933025598526,0.15559977293014526,0.09828191250562668,0.08134003728628159,0.12217965722084045,0.25384587049484253,0.2490009367465973,0.21983885765075684,23.35328563943993,26.443641805304356,25.250552934107194,24.431354939442897,23.146356394291065,19.086337042440633,49.77970106960465
OAF_base_fear.wav,Anxiety,-443.5323181152344,38.71072006225586,11.38589096069336,5.3677144050598145,8.344027519226074,0.09664028882980347,-12.813403129577637,-2.5150156021118164,-12.204513549804688,0.8550927639007568,-17.651872634887695,-6.6873860359191895,-2.9198522567749023,0.4162149727344513,0.6584460139274597,0.6217840909957886,0.3512577712535858,0.19289188086986542,0.1556537002325058,0.14651644229888916,0.16766175627708435,0.19571198523044586,0.24316604435443878,0.244979128241539,0.26983243227005005,23.34813517265338,23.821711005275173,22.57174321470402,21.46664728412911,21.36831932507013,19.181027346389815,48.12839490067574
OAF_bath_fear.wav,Anxiety,-405.6277770996094,61.29931640625,7.477960586547852,-13.963836669921875,-1.3405530452728271,2.6321616172790527,-11.384147644042969,-0.7000517845153809,-14.756959915161133,3.874685287475586,-13.887879371643066,-5.208121299743652,-7.713583469390869,0.4613035023212433,0.6419355273246765,0.46965065598487854,0.26882079243659973,0.21099935472011566,0.22821968793869019,0.20513494312763214,0.26050618290901184,0.315744549036026,0.2694709897041321,0.32441189885139465,0.33780133724212646,22.00524935238231,22.64280993759093,22.91429333943644,20.868673025747345,21.807455726052268,18.942594734419423,47.90621259276168
OAF_bean_fear.wav,Anxiety,-491.3377685546875,53.490482330322266,20.95156478881836,8.448864936828613,8.880781173706055,0.6377412676811218,-6.358855247497559,1.8999152183532715,-14.149589538574219,-2.9841392040252686,-17.85254669189453,-6.422484874725342,-2.133211612701416,0.3267933130264282,0.24477307498455048,0.274890273809433,0.4042169153690338,0.41641032695770264,0.2943686842918396,0.19441810250282288,0.17660127580165863,0.1796189844608307,0.17872099578380585,0.25813204050064087,0.3489663600921631,23.815118861549056,24.274177375920857,23.111717555849744,21.26085356571244,21.1477174275253,19.359906122729456,47.4906565765145
OAF_beg_fear.wav,Anxiety,-413.74664306640625,51.96845245361328,6.1692423820495605,-4.5104660987854,7.613677024841309,-2.268299102783203,-20.72230339050293,-2.516460418701172,-12.10312557220459,-2.091658115386963,-19.091611862182617,-7.559254169464111,-4.393342018127441,0.24952629208564758,0.48082175850868225,0.6629643440246582,0.47955000400543213,0.2389676868915558,0.11720608174800873,0.0919969454407692,0.09873548150062561,0.12594662606716156,0.20397010445594788,0.22004982829093933,0.2165755331516266,22.707913149520778,26.70966843399446,23.860442470378114,21.85178515348807,22.69032442614629,19.81901192778436,48.34643746686468
OAF_bite_fear.wav,Anxiety,-439.60064697265625,59.48206329345703,13.214717864990234,-4.048955917358398,3.0572502613067627,1.949668049812317,-10.896592140197754,2.439471960067749,-16.951335906982422,-2.8753833770751953,-17.276676177978516,-8.791426658630371,-6.675395965576172,0.3450844883918762,0.4478401243686676,0.6197400689125061,0.45160332322120667,0.16100531816482544,0.13972826302051544,0.11768556386232376,0.11973410099744797,0.11861658096313477,0.17983447015285492,0.22893686592578888,0.1932012438774109,21.972270198586976,26.14238389299457,23.84650930991107,23.004816095195114,22.493811370641534,19.514463517073853,48.82511340465473
OAF_boat_fear.wav,Anxiety,-469.8051452636719,61.73971939086914,19.731639862060547,-3.203000068664551,-2.3065550327301025,0.25771164894104004,-9.288084030151367,1.289048194885254,-15.49416732788086,-1.6527702808380127,-13.258116722106934,-9.190739631652832,-4.693326473236084,0.3193607032299042,0.40286582708358765,0.4518284797668457,0.48655566573143005,0.34558603167533875,0.23772075772285461,0.1568836122751236,0.1508287638425827,0.16149474680423737,0.22796280682086945,0.2920478880405426,0.28709885478019714,24.28725115624097,24.036435797568597,22.813463018641446,23.003658968766597,21.076226938758243,19.404361331806893,49.342611542876774
OAF_bone_fear.wav,Anxiety,-410.8584899902344,58.20487594604492,17.1207218170166,-2.770230531692505,-10.454424858093262,-3.2013909816741943,-12.739546775817871,3.4840567111968994,-21.643980026245117,-3.353964328765869,-15.549835205078125,-9.733072280883789,-7.899494647979736,0.11865987628698349,0.18627658486366272,0.28548768162727356,0.5631824135780334,0.6591850519180298,0.23946139216423035,0.09647537022829056,0.0800078734755516,0.0739315077662468,0.10450281202793121,0.1080326959490776,0.09001204371452332,22.46676225051108,28.792285581303336,25.2870861715164,25.510723588622774,23.639058832046306,21.85248028162026,50.583057761807616
OAF_book_fear.wav,Anxiety,-462.539306640625,60.70484924316406,21.249258041381836,-6.3256731033325195,-2.504995107650757,5.683905124664307,-9.508627891540527,-2.544482707977295,-15.509245872497559,1.456989049911499,-18.150236129760742,-6.5587544441223145,-6.227554798126221,0.3101552724838257,0.5563439130783081,0.5982962846755981,0.37057891488075256,0.23996450006961823,0.15521560609340668,0.11518273502588272,0.1271013766527176,0.16013942658901215,0.14487379789352417,0.1601928472518921,0.2052505761384964,23.47592938615308,24.145135319260962,22.98563738995124,22.63281163319804,21.460317765808014,19.08265719176354,49.47506296095712
